year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution
2020,11,"Situational Dialogs (Items11-15)
Directions: Read each situ ation and choose the BEST alternative.

Situation: Jack is annoyed with his neighbor's dog since it usually
                barks at night and he cannot sleep. He politely says to
                his neighbor, ""______""","1. Please keep quiet.
2. I didn't mean to blame you.
3. You must get rid of your dog.
4. Could you calm down your dog?
5. Don't you know you're a nuisance?",4. Could you calm down your dog?,TRUE,TRUE,TRUE
2020,12,"Situational Dialogs (Items11-15)
Directions: Read each situ ation and choose the BEST alternative.

Situation: You arranged a potluck party. Before your friend left the
party, she expressed her gratitude and said,""_____""","1. It was an awful party.
2. Thank you for inviting me.
3.I felt like I was bothering you.
4. You must have spent so much money.
5. I hope I didn't upset you.",2. Thank you for inviting me.,TRUE,TRUE,TRUE
2020,13,"Situational Dialogs (Items11-15)
Directions: Read each situ ation and choose the BEST alternative.

Situation: Alan would like Nan to see a movie with him this Saturday,
                but Nan cannot make it. She says,""_____""","1. Oh, you're my friend indeed.
2. I look forward to it.
3. That's not important.
4. I twas just what I hoped for.
5. I'm not free.",5. I'm not free.,TRUE,TRUE,TRUE
2020,14,"Situational Dialogs (Items11-15)
Directions: Read each situ ation and choose the BEST alternative.

Situation: Bob helped Alice to remove the jammed paper from the
printer. When Alice thanked him, he said, ""_____""","1. No problem.
2. I don't mind.
3. Don't bother.
4. Take it easy.
5. That's a nice printer.",1. No problem.,TRUE,TRUE,TRUE
2020,15,"Situational Dialogs (Items11-15)
Directions: Read each situ ation and choose the BEST alternative.

Situation: Donald, your student, has been named the top student in
the school. You meet him and say, ""_____"" ","1. You're my destiny.
2. I'm so proud of you.
3. Better luck next time.
4. Thank you for your time.
5. Let it be yours not mine.",2. I'm so proud of you.,TRUE,TRUE,TRUE
2020,16,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

The manager has no objection to ____ the meeting since his daughter
is ill.","1. John not attend
2. John does not attend
3. John's not attending
4. John not to attend
5. John's not to attend",3. John's not attending,TRUE,TRUE,TRUE
2020,17,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

As soon as the examinees ______ the test, the score ______.","1. finish, will report
2. will finish, will report
3. finish, will be reported
4. will finish, will be reported
5. will finish, is reported","3. finish, will be reported",TRUE,TRUE,TRUE
2020,18,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

The product manager is explaining to the visitors _____.","1. when does each machine in the shop work
2. when each machine in the shop is working
3. how did each machine in the shop work
4. how is each machine in the shop working
5. how each machine in the shop works",5. how each machine in the shop works,TRUE,TRUE,TRUE
2020,19,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

John:   Peter did not pass the driving test yesterday.
Mona: Oh, didn't he? _____.","1. My sister did too
2. So didn't my sister
3. My sister didn't neither
4. Neither my sister did
5. My sister didn't either",5. My sister didn't either,TRUE,TRUE,TRUE
2020,20,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

The villagers tried to capture the _____ that had been feeding on their
chickens.","1.long snake of three meters
2.three meters' long snake
3.three-meter-long snake
4.snake of a three-meter-long
5.snake, three-meters-long",3.three-meter-long snake,TRUE,TRUE,TRUE
2020,21,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

Does anybody know _____?","1. whom that bike belong to
2. to whom does that bike belong
3. to who does that bike belong
4. who does that bike belongs to
5. to whom that bike belongs",5. to whom that bike belongs,TRUE,TRUE,TRUE
2020,22,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

_____ that Jake started his term paper later than his classmates, he
was the first to hand it in.","1. Despite
2. Despite the fact
3. Although
4. In spite of
5. Even if",2. Despite the fact,TRUE,TRUE,TRUE
2020,23,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

The salesperson asked that the customer _____ the receipt in order
to exchange the good spreviously bought.","1. show
2. shows
3. to show
4. must show
5. showing",1. show,TRUE,TRUE,TRUE
2020,24,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

Three-hundred and sixty baht _____ too much for these pants.
Can I have them for less?","1. is
2. had been
3. are being
4. have been
5. has been",1. is,TRUE,TRUE,TRUE
2020,25,"Sentence Completion (Items16-25)
Directions: Read each sentence and choose the alternative that BEST
completes it.

During World War II, all inhabitants of that small village in the
North of Thailand _____.","1. were killed with poison
2. being killed by poisoning
3. killed of poison
4. had been killed of poison
5. had killed by poisoning",1. were killed with poison,TRUE,TRUE,TRUE
2020,26,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items26-30)

The ostrich is probably the best known among those birds that
cannot fly .They are being the largest living bird, and the only bird
                           26
that is ever having two toes on each foot. It used its great speed and
            27                                                       28
exceptional eyesight by helping it escape from its enemies. Its long
                                       29
leg scarry it in giant strides of above five meters at speeding up to
                                                                                      30
sixty kilometers per hour.","1. There were
2. It is
3. It has been
4. They were
5. It was",2. It is,TRUE,TRUE,TRUE
2020,27,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items26-30)

The ostrich is probably the best known among those birds that
cannot fly .They are being the largest living bird, and the only bird
                           26
that is ever having two toes on each foot. It used its great speed and
            27                                                       28
exceptional eyesight by helping it escape from its enemies. Its long
                                       29
leg scarry it in giant strides of above five meters at speeding up to
                                                                                      30
sixty kilometers per hour.","1. that has
2. which wil lnot have
3. that should have
4. which must have
5. that would not have",1. that has,TRUE,TRUE,TRUE
2020,28,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items26-30)

The ostrich is probably the best known among those birds that
cannot fly .They are being the largest living bird, and the only bird
                           26
that is ever having two toes on each foot. It used its great speed and
            27                                                       28
exceptional eyesight by helping it escape from its enemies. Its long
                                       29
leg scarry it in giant strides of above five meters at speeding up to
                                                                                      30
sixty kilometers per hour.","1. is using
2. will be using
3. uses
4. has used
5. was using",3. uses,TRUE,TRUE,TRUE
2020,29,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items26-30)

The ostrich is probably the best known among those birds that
cannot fly .They are being the largest living bird, and the only bird
                           26
that is ever having two toes on each foot. It used its great speed and
            27                                                       28
exceptional eyesight by helping it escape from its enemies. Its long
                                       29
leg scarry it in giant strides of above five meters at speeding up to
                                                                                      30
sixty kilometers per hour.","1. helps
2. to help
3. helping
4. helped
5. to be helping",2. to help,TRUE,TRUE,TRUE
2020,30,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items26-30)

The ostrich is probably the best known among those birds that
cannot fly .They are being the largest living bird, and the only bird
                           26
that is ever having two toes on each foot. It used its great speed and
            27                                                       28
exceptional eyesight by helping it escape from its enemies. Its long
                                       29
leg scarry it in giant strides of above five meters at speeding up to
                                                                                      30
sixty kilometers per hour.","1. their speed
2.its speeding
3. speeds
4. a speeding
5. some speed",3. speeds,TRUE,TRUE,TRUE
2020,31,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items31-35)

Dear Linda,
I'm home at last. I'm sorry that I didn't write to you sooner as
                                                                                            31
jet lag. I have had to stay in bed more of the time for two days.
                                                              32
The flight was delayed for two hours, and it is quite bored to get
                                                                             33
stuck at the airport!
Anyway, I'm back at home for all my family. But I am really missed
                                          34                                         35
you, your mum and your dad. I hope one day I'll come back to visit you
again.
Yours sincerely,
Tidarat","1. if
2. due to
3. when
4. in case of
5. so as",2. due to,TRUE,TRUE,TRUE
2020,32,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items31-35)

Dear Linda,
I'm home at last. I'm sorry that I didn't write to you sooner as
                                                                                            31
jet lag. I have had to stay in bed more of the time for two days.
                                                              32
The flight was delayed for two hours, and it is quite bored to get
                                                                             33
stuck at the airport!
Anyway, I'm back at home for all my family. But I am really missed
                                          34                                         35
you, your mum and your dad. I hope one day I'll come back to visit you
again.
Yours sincerely,
Tidarat","1. most times
2. most of times
3. most of the time
4. much more of the time
5. many more times",3. most of the time,TRUE,TRUE,TRUE
2020,33,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items31-35)

Dear Linda,
I'm home at last. I'm sorry that I didn't write to you sooner as
                                                                                            31
jet lag. I have had to stay in bed more of the time for two days.
                                                              32
The flight was delayed for two hours, and it is quite bored to get
                                                                             33
stuck at the airport!
Anyway, I'm back at home for all my family. But I am really missed
                                          34                                         35
you, your mum and your dad. I hope one day I'll come back to visit you
again.
Yours sincerely,
Tidarat","1. was quite boring
2. was quite bored
3. had been quite boring
4. had been quite bored
5. quite bored",1. was quite boring,TRUE,TRUE,TRUE
2020,34,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items31-35)

Dear Linda,
I'm home at last. I'm sorry that I didn't write to you sooner as
                                                                                            31
jet lag. I have had to stay in bed more of the time for two days.
                                                              32
The flight was delayed for two hours, and it is quite bored to get
                                                                             33
stuck at the airport!
Anyway, I'm back at home for all my family. But I am really missed
                                          34                                         35
you, your mum and your dad. I hope one day I'll come back to visit you
again.
Yours sincerely,
Tidarat","1. between
2. with
3. within
4. nearby
5. herewith",2. with,TRUE,TRUE,TRUE
2020,35,"Error Correction (Items26-35)
Directions: In each short passage below, five mistakes are underlined.
                  Choose the best correction for each mistake.

(Items31-35)

Dear Linda,
I'm home at last. I'm sorry that I didn't write to you sooner as
                                                                                            31
jet lag. I have had to stay in bed more of the time for two days.
                                                              32
The flight was delayed for two hours, and it is quite bored to get
                                                                             33
stuck at the airport!
Anyway, I'm back at home for all my family. But I am really missed
                                          34                                         35
you, your mum and your dad. I hope one day I'll come back to visit you
again.
Yours sincerely,
Tidarat","1. had really missed
2. was really missing
3. really missed
4. really miss
5. had really been missing",4. really miss,TRUE,TRUE,TRUE
2020,36,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. sometimes the traffic became the worst
2. sometimes the worst thing was the traffic
3. the traffic is sometimes worse than
4. sometimes the traffic is not as bad as
5. the traffic sometimes became worse and worse",3. the traffic is sometimes worse than,TRUE,TRUE,TRUE
2020,37,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. It can depress any body
2. That is a depressed situation for somebody else
3. That may cause a depressing person
4. It may be depressing for nobody else
5. When it depressed any body else",1. It can depress any body,TRUE,TRUE,TRUE
2020,38,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. their disable forward movement
2. the disabled moving forward
3. their inability to moving forward
4. forward movement wasn't possible
5. being unable to move forward",5. being unable to move forward,TRUE,TRUE,TRUE
2020,39,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. Although
2. However,
3. Therefore,
4. Even if
5. In addition,","2. However,",TRUE,TRUE,TRUE
2020,40,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. can solve easily
2. can be easily solved
3. being solve deasily
4. would be solved at ease
5. could ease the solution",2. can be easily solved,TRUE,TRUE,TRUE
2020,41,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. It has only one rule
2. The only one rule is that
3. That rule is the only one
4. It's the one rule that
5 There's one rule",5 There's one rule,TRUE,TRUE,TRUE
2020,42,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. that is
2. can be that
3. what is
4. that it is
5. it must be",1. that is,TRUE,TRUE,TRUE
2020,43,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. will relieve of traffic jams
2. would have relieved of traffic jams
3. will the traffic jams be relieved from
4. had the traffic jams been relieved
5. will be relieved of traffic jams",5. will be relieved of traffic jams,TRUE,TRUE,TRUE
2020,44,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. Let's the citizens be good
2. May good citizens they remain
3. Let's they remain good citizens
4. Being good citizens they'll remain
5. Let's be good citizens",5. Let's be good citizens,TRUE,TRUE,TRUE
2020,45,"Part II: Writing Ability (Items36-45)
Directions: Choose the best alternative to complete each blank in the
                  passage.
Traffic Conditions
Have you ever been caught in a traffic jam inside our school? Before
school and after school, 36._____ in the center of our busy city. 37._____
who is rushing some where. They are sure to become annoyed because of
38._____ fast enough 39._____ this problem 40._____ if everyone cooperates.
41._____ we should all remember - 42._____ ""Keep to the right"" If we
always follow this rule, the hall and stairs 43._____ 44._____ and ""do right
45._____"".","1. to keep up with the right ones
2 so as to keep togethe rwith the right ones
3. by keeping to the right
4. as being kept on th eright side
5. when kept on the right",3. by keeping to the right,TRUE,TRUE,TRUE
2020,46,"Part III: Reading Ability (Items46-80)
1. Vocabulary (Items46-50)
    Directions: Choose the BEST alternatives to complete the passage.

TRAVELLING WITH CHILDREN:
Tips, tricks and good ideas

BOOKS
If your child suffers fromt ravel sickness, try to avoid books as
(46)_____ in the car. However, for children who travel well, a
coloring book and a set of crayons, or a picture book, will keep
them entertained on long (47) _______.

FOOD
Try not to pack cans off izzy drinks or chocolates as (48)_____
to eat in the car. Keep a damp cloth in a plastic bag or box
to (49)_____ their faces and fingers and a plastic bag for wrappers
and other (50)_____.","1. entertainment
2. education
3. supplement
4. pastime
5. exercise",1. entertainment,TRUE,TRUE,TRUE
2020,47,"Part III: Reading Ability (Items46-80)
1. Vocabulary (Items46-50)
    Directions: Choose the BEST alternatives to complete the passage.

TRAVELLING WITH CHILDREN:
Tips, tricks and good ideas

BOOKS
If your child suffers fromt ravel sickness, try to avoid books as
(46)_____ in the car. However, for children who travel well, a
coloring book and a set of crayons, or a picture book, will keep
them entertained on long (47) _______.

FOOD
Try not to pack cans off izzy drinks or chocolates as (48)_____
to eat in the car. Keep a damp cloth in a plastic bag or box
to (49)_____ their faces and fingers and a plastic bag for wrappers
and other (50)_____.","1. voyages
2. roamings
3. strolls
4. wanderings
5. journeys",5. journeys,TRUE,TRUE,TRUE
2020,48,"Part III: Reading Ability (Items46-80)
1. Vocabulary (Items46-50)
    Directions: Choose the BEST alternatives to complete the passage.

TRAVELLING WITH CHILDREN:
Tips, tricks and good ideas

BOOKS
If your child suffers fromt ravel sickness, try to avoid books as
(46)_____ in the car. However, for children who travel well, a
coloring book and a set of crayons, or a picture book, will keep
them entertained on long (47) _______.

FOOD
Try not to pack cans off izzy drinks or chocolates as (48)_____
to eat in the car. Keep a damp cloth in a plastic bag or box
to (49)_____ their faces and fingers and a plastic bag for wrappers
and other (50)_____.","1. appetizers
2. snacks
3. meals
4. breaks
5. feasts",2. snacks,TRUE,TRUE,TRUE
2020,49,"Part III: Reading Ability (Items46-80)
1. Vocabulary (Items46-50)
    Directions: Choose the BEST alternatives to complete the passage.

TRAVELLING WITH CHILDREN:
Tips, tricks and good ideas

BOOKS
If your child suffers fromt ravel sickness, try to avoid books as
(46)_____ in the car. However, for children who travel well, a
coloring book and a set of crayons, or a picture book, will keep
them entertained on long (47) _______.

FOOD
Try not to pack cans off izzy drinks or chocolates as (48)_____
to eat in the car. Keep a damp cloth in a plastic bag or box
to (49)_____ their faces and fingers and a plastic bag for wrappers
and other (50)_____.","1. touch
2 rub
3 pat
4. strike
5. wipe",5. wipe,TRUE,TRUE,TRUE
2020,50,"Part III: Reading Ability (Items46-80)
1. Vocabulary (Items46-50)
    Directions: Choose the BEST alternatives to complete the passage.

TRAVELLING WITH CHILDREN:
Tips, tricks and good ideas

BOOKS
If your child suffers fromt ravel sickness, try to avoid books as
(46)_____ in the car. However, for children who travel well, a
coloring book and a set of crayons, or a picture book, will keep
them entertained on long (47) _______.

FOOD
Try not to pack cans off izzy drinks or chocolates as (48)_____
to eat in the car. Keep a damp cloth in a plastic bag or box
to (49)_____ their faces and fingers and a plastic bag for wrappers
and other (50)_____.","1. cartons
2. boxes
3. trash
4. cans
5. dirt",3. trash,TRUE,TRUE,TRUE
2020,51,"2. Reading Comprehension (Items51-80)
Directions: Read the following and choose the BEST alternative to
                  complete the statements that follow.

(Items51-55)

Here is a ""personally conducted excursion""
of the kind that occurs daily in millions of
homes.
Route: Up the stairway and along the hall to the
            bathroom.
Time:  10.00 a.m. or thereabouts.
Equipment:  A couple of soft towels, a sponge, a wash
                    cloth and a cake of Ivory Soap.
On arrival: Fill the bathtub a little less than half full
                  of warm-not hot-water. Put baby in
the bath. Moisten the wash cloth and apply soap, first to the face and neck,then to the arms, next
to the body, and last, to the legs and feet, Fill the sponge with water from the tub and squeeze it
over the face, arms, body and legs, repeating this until all dirt and soap are removed. Dry by
""patting""-not rubbing-with the towels.
The only soap that is worthy of comparison with Ivory is genuine, unadulterated, white Castile
Soap. It is on sale in very few stores. Its priceis from 25 to 40 cents a pound. The ""Castile""
Soap, which is sold at 20 cents a pound or less, is almost invariably a cheap imitation of a
meritorious article. But even genuine Castile Soap, if you can get it, (and the chances are that
you cannot) is no better than, and not as pure as, Ivory Soap. And it costs about three times as
much.
                  Ivory Soap.......................99.44/100 Per Cent. Pure.","The ad is trying to sell _____.
1. a towel
2. a sponge
3. a wash cloth
4. soap
5. moisturizer",4. soap,TRUE,TRUE,TRUE
2020,52,"2. Reading Comprehension (Items51-80)
Directions: Read the following and choose the BEST alternative to
                  complete the statements that follow.

(Items51-55)

Here is a ""personally conducted excursion""
of the kind that occurs daily in millions of
homes.
Route: Up the stairway and along the hall to the
            bathroom.
Time:  10.00 a.m. or thereabouts.
Equipment:  A couple of soft towels, a sponge, a wash
                    cloth and a cake of Ivory Soap.
On arrival: Fill the bathtub a little less than half full
                  of warm-not hot-water. Put baby in
the bath. Moisten the wash cloth and apply soap, first to the face and neck,then to the arms, next
to the body, and last, to the legs and feet, Fill the sponge with water from the tub and squeeze it
over the face, arms, body and legs, repeating this until all dirt and soap are removed. Dry by
""patting""-not rubbing-with the towels.
The only soap that is worthy of comparison with Ivory is genuine, unadulterated, white Castile
Soap. It is on sale in very few stores. Its priceis from 25 to 40 cents a pound. The ""Castile""
Soap, which is sold at 20 cents a pound or less, is almost invariably a cheap imitation of a
meritorious article. But even genuine Castile Soap, if you can get it, (and the chances are that
you cannot) is no better than, and not as pure as, Ivory Soap. And it costs about three times as
much.
                  Ivory Soap.......................99.44/100 Per Cent. Pure.","The word excursion in the phrase ""personally conducted
excursion"" refers to going to the _____.
1. office
2. bathroom
3. hall
4. stairway
5. house",2. bathroom,TRUE,TRUE,TRUE
