year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution
2016,11,วันสำคัญทางพระพุทธศาสนาที่องค์การสหประชาชาติ ประกาศรับรองให้เป็น “วันสำคัญสากล” คือวันใด,1. วันมาฆบูชา 2. วันอัฏฐมีบูชา 3. วันวิสาขบูชา 4. วันอาสาฬหบูชา 5. วันจาตุรงคสันนิบาต,3. วันวิสาขบูชา,TRUE,TRUE,TRUE
2016,12,นุชนภาไปชมคอนเสิร์ตกับเพื่อน ๆ เธอมีความสุขมาก ข้อความนี้สอดคล้องกับข้อใด,1. จักขุวิญญาณ ฆานวิญญาณ 2. ฆานวิญญาณ กายวิญญาณ 3. กายวิญญาณ มโนวิญญาณ 4. จักขุวิญญาณ โสตวิญญาณ ชิวหาวิญญาณ 5. จักขุวิญญาณ โสตวิญญาณ มโนวิญญาณ,5. จักขุวิญญาณ โสตวิญญาณ มโนวิญญาณ,TRUE,TRUE,TRUE
2016,13,"""ถึงแม้ว่าอ๊อดจะร้องเพลงไม่เพราะ แต่เพื่อน ๆ ของอ๊อดก็ตั้งใจฟัง และให้กำลังใจอ๊อดจนร้องเพลงจบ"" ข้อความนี้สอดคล้องกับข้อใด",1. เนกขัมมวิตก 2. พยาบาทวิตก 3. กามวิตก 4. วิหิงสาวิตก 5. อวิหิงสาวิตก,5. อวิหิงสาวิตก,TRUE,TRUE,TRUE
2016,14,โต เป็นผู้ที่มีสุขภาพแข็งแรงเพราะเขาออกกำลังกายอย่าง สม่ำเสมอและเขายังแนะนำให้เพื่อน ๆ รู้จักออกกำลังกายด้วย การกระทำของโตสอดคล้องกับข้อใด,1. กายภาวนา ศีลภาวนา 2. ศีลภาวนา จิตตภาวนา 3. กายภาวนา จิตตภาวนา 4. กายภาวนา ศีลภาวนา ปัญญาภาวนา 5. กายภาวนา จิตตภาวนา ปัญญาภาวนา,4. กายภาวนา ศีลภาวนา ปัญญาภาวนา,TRUE,TRUE,TRUE
2016,15,พระปัญจวัคคีย์องค์ใดมีคุณลักษณะเด่นเป็นผู้อ่อนน้อมถ่อมตน,1. พระอัญญาโกณฑัญญะ 2. พระวัปปะ 3. พระภัททิยะ 4. พระมหานามะ 5. พระอัสสชิ,5. พระอัสสชิ,TRUE,TRUE,TRUE
2016,16,ผู้ที่ต่อสู้กับระบบวรรณะในอินเดียจนกลายเป็นชาวพุทธตัวอย่างคือใคร,1. มหาตมคานธี 2. พระนาคเสน 3. พระยามิลินท์ 4. ดร. เอ็มเบดการ์ 5. อนาคาริกธรรมปาละ,4. ดร. เอ็มเบดการ์,TRUE,TRUE,TRUE
2016,17,บุคคลใดไม่ใช่บุตรชอบด้วยกฎหมายของฝ่ายชาย,1. นายดําเป็นลูกที่เกิดจากนายแดงและนางขาวซึ่งจดทะเบียนสมรสกัน แล้วต่อมานายแดงและนางขาวหย่ากัน 2. นายเอเป็นลูกที่เกิดจากนางบีและนายซีซึ่งอยู่กินกันโดยไม่ได้จดทะเบียนสมรส แต่ต่อมานายซีจดทะเบียนรับรองว่าเป็นบุตร 3. นายแก้วเป็นลูกที่เกิดจากนางถ้วยและนายโถซึ่งอยู่กินกันโดยไม่ได้จดทะเบียนสมรส แต่ต่อมานางถ้วยและนายโถได้จดทะเบียนสมรสกัน 4. นายองุ่นเป็นลูกที่เกิดจากนางส้มและนายฝรั่งซึ่งอยู่กินกันโดยไม่ได้จดทะเบียนสมรส แต่นายฝรั่งได้มีการรับรองโดยพฤติการณ์กับบุคคลทั่วไปว่าเป็นบุตรของตนมาโดยตลอด เช่น ให้นายองุ่นใช้นามสกุลของนายฝรั่ง นายฝรั่งส่งเสียอุปการะเลี้ยงดู เป็นต้น 5. ศาลมีคำพิพากษาว่านายกิ่งลูกนางใบเป็นบุตรของนายก้าน โดยที่นายก้านกับนางใบไม่เคยจดทะเบียนสมรสกัน,4. นายองุ่นเป็นลูกที่เกิดจากนางส้มและ นายฝรั่งซึ่งอยู่กินกันโดยไม่ได้จดทะเบียนสมรส แต่นายฝรั่งได้มีการรับรองโดยพฤติการณ์กับบุคคลทั่วไปว่าเป็นบุตรของตนมาโดยตลอด เช่น ให้นายองุ่นใช้นามสกุลของนายฝรั่ง นายฝรั่งส่งเสียอุปการะ เลี้ยงดู เป็นต้น,TRUE,TRUE,TRUE
2016,18,ข้อใดกล่าวถึงเรื่องรับบุตรบุญธรรมไม่ถูกต้อง,1. นายไก่อายุ 20 ปี มีสิทธิรับบุตรบุญธรรมได้ เพราะบรรลุนิติภาวะแล้ว 2. การรับบุตรบุญธรรมที่ชอบด้วยกฎหมาย ไม่อาจกระทำเพียงการรับรองโดยพฤติการณ์ หากแต่ต้องดำเนินการจดทะเบียน 3. นายสิงห์จะรับนายเสือซึ่งมีอายุ 16 ปี เป็นบุตรบุญธรรม แม้บิดามารดาของนายเสือจะยินยอมและนายเสือยังไม่บรรลุนิติภาวะก็ตาม แต่ก็ต้องได้รับความยินยอมจากนายเสือด้วย 4. นายกาแฟอายุ 80 ปี สามารถรับนางชาอายุ 64 ปี เป็นบุตรบุญธรรมได้ เพราะนายกาแฟอายุแก่กว่านางชาเกิน 15 ปีแล้ว 5. บุตรบุญธรรมมีฐานะอย่างเดียวกับบุตรชอบด้วยกฎหมายของผู้รับบุตรบุญธรรม,1. นายไก่อายุ 20 ปี มีสิทธิรับบุตรบุญธรรมได้เพราะบรรลุนิติภาวะแล้ว,TRUE,TRUE,TRUE
2016,19,การกระทำใดเป็นนิติกรรมฝ่ายเดียว,1. นายดำทำพินัยกรรมยกที่ดินให้แก่นายแดง 2. นายขาวยกที่ดินให้แก่นายเขียวโดยเสน่หา 3. นายส้มตกลงขายที่ดินแก่นายแสด 4. นายม่วงทำสัญญากู้ยืมเงินนายมืด 5. นายน้ำตาลจำนำแหวนไว้กับนายน้ำตก,1. นายดำทำพินัยกรรมยกที่ดินให้แก่นายแดง,TRUE,TRUE,TRUE
2016,20,ข้อใดกล่าวถูกต้องเกี่ยวกับจำนำและจำนอง,1. จำนองต้องเป็นอสังหาริมทรัพย์เท่านั้น 2. การบังคับจำนำ ผู้รับจำนำทุกรายมีสิทธิเอาทรัพย์จำนำนั้นหลุดเป็นสิทธิแก่ตนได้ 3. การบังคับจำนอง ผู้รับจำนองต้องฟ้องร้องขอให้ศาลสั่งบังคับให้ หรือจะดำเนินการให้มีการขายทอดตลาดทรัพย์สินที่จำนองโดยไม่ต้องฟ้องเป็นคดีต่อศาลได้ในบางกรณี 4. ผู้จำนองต้องส่งมอบทรัพย์จำนองให้อยู่ในการครอบครองของผู้รับจำนองเพื่อเป็นหลักประกันการชำระหนี้ 5. การจำนองจะจดทะเบียนหรือไม่ก็ได้ แต่อย่างน้อยต้องมีหลักฐานเป็นหนังสือลงลายมือชื่อผู้จำนองกับผู้รับจำนองเป็นสำคัญ,3. การบังคับจำนอง ผู้รับจำนองต้องฟ้องร้อง ขอให้ศาลสั่งบังคับให้ หรือจะดำเนินการให้มี การขายทอดตลาดทรัพย์สินที่จำนองโดย ไม่ต้องฟ้องเป็นคดีต่อศาลได้ในบางกรณี,TRUE,TRUE,TRUE
2016,21,ข้อใดกล่าวถึงเรื่องหมั้นไม่ถูกต้อง,1. ชายและหญิงจะหมั้นกันได้ต่อเมื่อมีอายุ 17 ปี บริบูรณ์ขึ้นไปมิฉะนั้น การหมั้นจะตกเป็นโมฆะ 2. ผู้เยาว์จะทำการหมั้นได้ต่อเมื่อได้รับความยินยอมจากบิดามารดาหรือผู้ปกครองตามกฎหมาย มิฉะนั้น การหมั้นจะตกเป็นโมฆียะ 3. สิทธิในของหมั้นเป็นของหญิง ไม่ใช่สิทธิร่วมกันระหว่างชายหญิงคู่หมั้น 4. ของหมั้นต้องเป็นทรัพย์สินที่มีค่าตามสมควร ได้แก่ เครื่องประดับ เงิน ทองคำ อสังหาริมทรัพย์ 5. เมื่อการหมั้นมีผลสมบูรณ์ตามกฎหมาย หากคู่หมั้นฝ่ายใดผิดความตกลง คู่หมั้นอีกฝ่ายหนึ่งจะฟ้องให้ศาลสั่งให้มีการจดทะเบียนสมรสไม่ได้,4. ของหมั้นต้องเป็นทรัพย์สินที่มีค่าตาม สมควร ได้แก่ เครื่องประดับ เงิน ทองคำ อสังหาริมทรัพย์,TRUE,TRUE,TRUE
2016,22,ข้อใดไม่ใช่กฎหมายมหาชน,1. กฎหมายภาษีอากร 2. กฎหมายระหว่างประเทศ 3. กฎหมายประกันสังคม 4. กฎหมายส่งเสริมการลงทุน 5. กฎหมายมรดก,5. กฎหมายมรดก,TRUE,TRUE,TRUE
2016,23,ข้อใดกล่าวไม่ถูกต้องเกี่ยวกับเรื่องบุคคล,1. นิติบุคคลมีสิทธิและหน้าที่เหมือนกับบุคคลธรรมดาทุกประการ 2. สภาพบุคคลของบุคคลธรรมดาสิ้นสุดลงเมื่อตาย 3. บุคคลที่ไร้ความสามารถต้องเกิดจากการที่ศาลมีคำสั่งให้เป็นคนไร้ความสามารถเสมอ 4. นิติบุคคลถูกำหนดกรอบอำนาจหน้าที่ให้อยู่ในขอบวัตถุประสงค์ของนิติบุคคลนั้น ๆ 5. บุคคลซึ่งเป็นผู้เยาว์อาจบรรลุนิติภาวะได้ แม้อายุยังไม่ถึง 20 ปี,1. นิติบุคคลมีสิทธิและหน้าที่เหมือนกับ บุคคลธรรมดาทุกประการ,TRUE,TRUE,TRUE
2016,24,ข้อใดกล่าวไม่ถูกต้องเกี่ยวกับกฎหมายมรดก,"1. นายแสงมีทรัพย์สิน 10,000 บาท มีบุตร 1 คน คือ นางสาย นายแสงมีหนี้เงินกู้ต่อ นางสวยอยู่ 12,000 บาท เมื่อนายแสงตาย ทรัพย์สิน 10,000 บาทและหนี้เงินกู้ 12,000 บาท จะตกเป็นมรดกแก่นางสาย นางสายมีหน้าที่ต้องใช้เงินกู้แก่นางสวย แต่ไม่เกิน 10,000 บาทที่นางสายรับมา 2. นางพลอยเป็นผู้รับบุตรบุญธรรม มีนายเพชรเป็นบุตรบุญธรรม เมื่อนายเพชรตาย นางพลอยมีสิทธิรับมรดกทรัพย์สินที่เป็นของนายเพชรในฐานะทายาทโดยธรรม 3. นางหมอนเป็นบุตรบุญธรรมของนายมุ้ง เมื่อนายมุ้งตาย นางหมอนมีสิทธิรับมรดกทรัพย์สินที่เป็นของนายมุ้งในฐานะทายาทโดยธรรม 4. นายกล้าเป็นหลานของนายกุ๊ก โดยมีนายกุ๊กเป็นตา นายกล้าไม่มีคู่สมรสและบุตร นายกล้าทำพินัยกรรมให้นายกุ๊กเป็นผู้รับพินัยกรรมในทรัพย์สินของนายกล้า พินัยกรรมนี้มีผลสมบูรณ์ตามกฎหมายได้ เพราะผู้รับพินัยกรรมจะเป็นญาติหรือไม่ก็ได้ หรือจะเป็นทายาทโดยธรรมอยู่แล้วหรือไม่ก็ได้ 5. นายเดชเป็นบุตรบุญธรรมของนางดาวแล้ว ก็ยังมีสิทธิได้รับมรดกของนางเดือน และนายเดี่ยวซึ่งเป็นมารดาและบิดาของตนอยู่",2. นางพลอยเป็นผู้รับบุตรบุญธรรม มีนายเพชรเป็นบุตรบุญธรรม เมื่อนายเพชรตาย นางพลอยมีสิทธิรับมรดกทรัพย์สินที่เป็นของนายเพชรในฐานะทายาทโดยธรรม,TRUE,TRUE,TRUE
2016,25,สัญญาที่ทำด้วยวาจาโดยลำพังดังต่อไปนี้ สัญญาใดที่สามารถฟ้องร้องบังคับคดีต่อศาลได้,"1. สัญญาเช่าบ้าน อายุสัญญา 1 ปี อัตราค่าเช่าเดือนละ 5,000 บาท 2. สัญญากู้ยืมเงิน 3,000 บาท 3. สัญญาซื้อขายคอมพิวเตอร์ราคา 25,000 บาท 4. สัญญาจะซื้อจะขายที่ดินราคา 500,000 บาท 5. สัญญาเช่าเครื่องจักร อายุสัญญา 2 ปี อัตราค่าเช่าเดือนละ 100,000 บาท","5. สัญญาเช่าเครื่องจักร อายุสัญญา 2 ปี อัตราค่าเช่าเดือนละ 100,000 บาท",TRUE,TRUE,TRUE
2016,26,ข้อใดไม่ใช่องค์กรปกครองส่วนท้องถิ่น,1. องค์การบริหารส่วนตำบล 2. เทศบาลนคร 3. กรุงเทพมหานคร 4. เทศบาลเมือง 5. ตำบล,5. ตำบล,TRUE,TRUE,TRUE
2016,27,ข้อใดกล่าวไม่ถูกต้อง,1. ศาลรัฐธรรมนูญมีอำนาจตัดสินให้นักการเมืองเป็นบุคคลล้มละลาย 2. ผู้ตรวจการแผ่นดินมีอำนาจหน้าที่ตรวจสอบการปฏิบัติหน้าที่ของข้าราชการที่ก่อให้เกิดความเสียหาย ไม่ว่าการกระทำของข้าราชการนั้นจะไม่ชอบหรือชอบ ด้วยอำนาจหน้าที่ก็ตาม 3. องค์กรอัยการมีความอิสระในการดำเนินการ ไม่อยู่ภายใต้บังคับบัญชาของนายกรัฐมนตรี 4. คณะกรรมการการเลือกตั้งเป็นองค์กรที่จัดตั้งขึ้นเพื่อทำหน้าที่แทนกระทรวงมหาดไทยซึ่งเดิมมีอำนาจหน้าที่ในการจัดการเลือกตั้ง 5. คณะกรรมการการเลือกตั้งมีอำนาจหน้าที่ตรวจสอบการดำเนินการของพรรคการเมือง,1. ศาลรัฐธรรมนูญมีอำนาจตัดสินให้นักการเมืองเป็นบุคคลล้มละลาย,TRUE,TRUE,TRUE
2016,28,ข้อใดเป็นข้อความที่ไม่ถูกต้อง,1. สื่อลามกอนาจารเด็กหมายความว่า วัตถุหรือสิ่งที่แสดงให้รู้หรือเห็นถึงการกระทำทางเพศของเด็กหรือกับเด็กซึ่งมีอายุไม่เกินสิบแปดปี 2. การทอดทิ้งเด็กอายุยังไม่เกินเก้าปีไว้ ณ ที่ใด เพื่อให้เด็กนั้นพ้นไปเสียจากตน โดยประการที่ทําให้เด็กนั้นปราศจากผู้ดูแลเป็นความผิดอาญา 3. การกระทำชำเราเด็กอายุไม่เกินสิบห้าปีโดยได้รับความยินยอมไม่เป็นความผิดอาญา 4. เด็กอายุยังไม่เกินสิบปี กระทำการอันกฎหมายบัญญัติเป็นความผิดเด็กนั้นไม่ต้องรับโทษ 5. การกระทำชำเราเด็กอายุไม่เกินสิบสามปี ห้ามอ้างความไม่รู้อายุของเด็กเพื่อให้พ้นจากความผิดนั้น,3. การกระทำชำเราเด็กอายุไม่เกินสิบห้าปี โดยได้รับความยินยอมไม่เป็นความผิดอาญา,TRUE,TRUE,TRUE
2016,29,ผู้ดำรงตำแหน่งทางการเมืองมีหน้าที่ต้องยื่นบัญชีแสดงรายการทรัพย์สินและหนี้สินของตนแก่องค์กรใด,1. กรมบัญชีกลาง สังกัดกระทรวงการคลัง 2. นายทะเบียนพรรคการเมือง 3. คณะกรรมการตรวจเงินแผ่นดิน 4. ผู้ตรวจการแผ่นดิน 5. คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,5. คณะกรรมการป้องกันและปราบปราม การทุจริตแห่งชาติ,TRUE,TRUE,TRUE
2016,30,ข้อใดกล่าวไม่ถูกต้องเกี่ยวกับคดีผู้บริโภค,1. ผู้บริโภคสามารถฟ้องคดีด้วยวาจาได้ 2. คณะกรรมการคุ้มครองผู้บริโภคมีอำนาจฟ้องคดีแทนผู้บริโภคได้ 3. ภาระพิสูจน์ในคดีอยู่กับผู้ประกอบธุรกิจที่รู้เห็นกระบวนการผลิต 4. ศาลมีอำนาจกำหนดค่าเสียหายเพื่อการลงโทษได้ 5. ศาลมีอำนาจสั่งให้ผู้ประกอบธุรกิจที่เอาเปรียบผู้บริโภคตกเป็นผู้ล้มละลาย,5. ศาลมีอำนาจสั่งให้ผู้ประกอบธุรกิจที่ เอาเปรียบผู้บริโภคตกเป็นผู้ล้มละลาย,TRUE,TRUE,TRUE
2016,31,ข้อใดคือข้อกล่าวหาที่คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติมีอำนาจที่จะดำเนินคดีต่อผู้ดำรงตำแหน่งทางการเมือง,1. การร่ำรวยผิดปกติ 2. การกระทำความผิดฐานหมิ่นประมาท 3. การกระทำความผิดฐานฉ้อโกง 4. การกระทำความผิดต่อความมั่นคงของรัฐภายในราชอาณาจักร 5. การกระทำความผิดฐานปลอมเงินตรา,1. การร่ำรวยผิดปกติ,TRUE,TRUE,TRUE
2016,32,ข้อใดคือบทลงโทษผู้ดำรงตำแหน่งทางการเมืองที่จงใจไม่ยื่นบัญชีแสดงรายการทรัพย์สินและหนี้สิน,1. ต้องตกเป็นบุคคลล้มละลาย 2. ถูกยึดทรัพย์สินให้ตกเป็นของแผ่นดิน 3. ต้องพ้นจากตําแหน่ง และห้ามดำรงตำแหน่งทางการเมืองเป็นเวลา 5 ปี 4. ต้องตกเป็นบุคคลเสมือนไร้ความสามารถ 5. ต้องห้ามทำนิติกรรมเกี่ยวข้องกับหน่วยงานของรัฐ,3. ต้องพ้นจากตำแหน่ง และห้ามดำรง ตำแหน่งทางการเมืองเป็นเวลา 5 ปี,TRUE,TRUE,TRUE
2016,33,ข้อใดไม่ใช่สาระสำคัญของหลักปรัชญาเศรษฐกิจพอเพียง ตามแนวพระราชดำริ,1. มีการพึ่งพาตนเอง 2. มีการกระจายความเสี่ยง 3. มีการเติบโตอย่างรวดเร็ว 4. มีการช่วยเหลือเกื้อกูลกัน 5. มีความซื่อสัตย์สุจริต,3. มีการเติบโตอย่างรวดเร็ว,TRUE,TRUE,TRUE
2016,34,ข้อใดเป็นตัวอย่างของสหกรณ์เพื่อส่งเสริมการกู้ยืมเงินทุน ระหว่างสมาชิกในกลุ่ม,1. สหกรณ์ออมทรัพย์ครู 2. สหกรณ์บริการ 3. สหกรณ์โคนม 4. สหกรณ์นิคม 5. สหกรณ์ร้านค้าสวัสดิการ,1. สหกรณ์ออมทรัพย์ครู,TRUE,TRUE,TRUE
2016,35,ข้อใดเป็นตัวอย่างของการแบ่งแยกราคาขายเพื่อเพิ่มกำไรจากการขายสินค้า,1. การเก็บค่าเล่นเครื่องเล่นแต่ละเครื่องในสวนสนุกเพิ่มเติมจากค่าบัตรผ่านประตู 2. การขายผงซักฟอกกับน้ํายาปรับผ้านุ่มคู่กันโดยไม่แยกขายทีละชิ้น 3. การขายโทรศัพท์มือถือรุ่นใหม่ในราคาที่สูงกว่าโทรศัพท์มือถือรุ่นเก่า 4. การเก็บค่าเข้าชมโบราณสถานจากนักท่องเที่ยวชาวต่างชาติในอัตราที่สูงกว่านักท่องเที่ยวชาวไทย 5. การแถมหมวกกันน็อคสำหรับคนที่ซื้อรถจักรยานยนต์รุ่นใหม่,4. การเก็บค่าเข้าชมโบราณสถานจาก นักท่องเที่ยวชาวต่างชาติในอัตราที่สูงกว่า นักท่องเที่ยวชาวไทย,TRUE,TRUE,TRUE
2016,36,ข้อใดแสดงให้เห็นถึงการประยุกต์ใช้แนวคิดเรื่องเศรษฐกิจพอเพียงกับ การดำเนินการในภาคธุรกิจ,1. บริษัท ก. มีโครงการปล่อยเงินกู้ให้กับพนักงานในอัตราดอกเบี้ยที่ต่ำมากเพื่อส่งเสริมให้พนักงานนำเงินกู้ไปใช้ได้มากตามความต้องการ 2. บริษัท ข. ขยายฐานการลงทุนมากขึ้นเรื่อย ๆ เพื่อรองรับการเปิดประชาคมอาเซียน โดยการกู้เงินจากต่างประเทศ 3. บริษัท ค. พานักการเมืองท้องถิ่นไปเที่ยวต่างประเทศเพื่อเพิ่มโอกาสในการได้รับงานว่าจ้างจากภาครัฐ 4. บริษัท ง. ส่งเสริมให้พนักงานเข้าร่วมการอบรมทั้งในเชิงวิชาการและคุณธรรม จริยธรรมเพื่อพัฒนาองค์ความรู้ในการทำงานอย่างสม่ำเสมอ 5. บริษัท จ. มีนโยบายให้รางวัลพนักงานที่มียอดขายสูงสุดโดยไม่เน้นการสร้างความปรองดองในกลุ่มพนักงาน,4. บริษัท ง. ส่งเสริมให้พนักงานเข้าร่วม การอบรมทั้งในเชิงวิชาการและคุณธรรมจริยธรรมเพื่อพัฒนาองค์ความรู้ในการทํางานอย่างสม่ำเสมอ,TRUE,TRUE,TRUE
2016,37,ชุมชนใดต่อไปนี้มีการใช้ชีวิตตามหลักปรัชญาเศรษฐกิจพอเพียง ตามแนวพระราชดำริ,1. ชุมชน ก. มีการปลูกพืชผักและเลี้ยงสัตว์หลายชนิดในพื้นที่ โดยคนในชุมชนจะมี การแบ่งปันผลผลิตที่ได้ระหว่างกันอย่างสม่ำเสมอ 2. ชุมชน ข. เน้นการใช้ประโยชน์จากเทคโนโลยีทางการเกษตรของต่างประเทศ เช่น ยาปราบศัตรูพืช หรือ เครื่องเก็บเกี่ยวผลผลิตเพื่อเพิ่มผลผลิตต่อพื้นที่เพาะปลูก 3. ชุมชน ค. เลือกปลูกพืชไร่ตามราคาและความต้องการของตลาดโลก เพื่อเพิ่มรายได้ของสมาชิกในชุมชน 4. ชุมชน ง. ทำการเกษตรโดยอาศัยความช่วยเหลือจากรัฐเป็นหลัก เน้นปลูกพืชที่มีการประกันราคาโดยรัฐบาล โดยไม่ปลูกพืชชนิดอื่นเลย 5. ชุมชน จ. ส่งเสริมให้สมาชิกในชุมชนไปกู้เงินจากนายทุนมาขยายการลงทุนให้มีขนาดใหญ่ขึ้นเรื่อย ๆ ตามการคาดการณ์ว่าเศรษฐกิจของโลกกำลังจะดีขึ้น,1. ชุมชน ก. มีการปลูกพืชผักและเลี้ยงสัตว์ หลายชนิดในพื้นที่ โดยคนในชุมชนจะมี การแบ่งปันผลผลิตที่ได้ระหว่างกันอย่างสม่ำเสมอ,TRUE,TRUE,TRUE
2016,38,ข้อใดคือสาเหตุที่ทำให้นโยบายประกันราคาสินค้าเกษตรไม่ได้ผลในระยะยาว,1. สินค้าเกษตรเป็นสินค้าที่มีลักษณะของตลาดผูกขาด 2. ปริมาณการผลิตสินค้าเกษตรมีความผันแปรตามราคาตลาดมาก 3. การแทรกแซงราคาในตลาดสินค้าเกษตรมักก่อให้เกิดภาระทางการคลังแก่รัฐบาลเป็นจำนวนมาก 4. ผลผลิตทางการเกษตรมักต้องอาศัยปัจจัยที่ควบคุมไม่ได้ เช่น สภาพภูมิอากาศ เป็นต้น 5. กลไกราคาในตลาดสินค้าเกษตรจะทำหน้าที่ได้ดีในระยะยาวมากกว่าในระยะสั้น,3. การแทรกแซงราคาในตลาดสินค้าเกษตร มักก่อให้เกิดภาระทางการคลังแก่รัฐบาล เป็นจำนวนมาก,TRUE,TRUE,TRUE
2016,39,ข้อใดไม่ใช่ประโยชน์จากการจัดตั้งสหกรณ์ในโรงเรียน,1. นักเรียนมีโอกาสได้เรียนรู้กระบวนการทำงานภายใต้หลักประชาธิปไตย 2. นักเรียนได้เข้าถึงสินค้าที่จำเป็นในราคาถูก 3. นักเรียนมีส่วนร่วมในการฝึกทำธุรกิจด้วยตนเอง 4. นักเรียนมีโอกาสเรียนรู้การลงทุน และรู้จักคุณค่าของเงิน 5. นักเรียนมีอำนาจต่อรองกับสหกรณ์ที่ตนเป็นสมาชิกเพื่อซื้อสินค้าในราคาที่ถูกกว่าราคาตลาด,5. นักเรียนมีอำนาจต่อรองกับสหกรณ์ที่ตนเป็นสมาชิกเพื่อซื้อสินค้าในราคาที่ถูกกว่าราคาตลาด,TRUE,TRUE,TRUE
